date,SmallCap,LargeCap
2000-11,-0.1231,-0.1259
2000-12,-0.0738,0.0219
2001-01,0.3294,0.0679
2001-02,-0.0456,-0.1364
2001-03,-0.0475,-0.1073
2001-04,0.0357,0.1217
2001-05,0.0864,-0.0081
2001-06,0.008,-0.0396
2001-07,-0.0144,-0.0055
2001-08,-0.0323,-0.0622
2001-09,-0.1122,-0.1041
2001-10,0.0784,0.0219
2001-11,0.059,0.0911
2001-12,0.0573,0.0193
2002-01,0.0631,-0.0138
2002-02,-0.0365,-0.0304
2002-03,0.0763,0.0668
2002-04,0.016,-0.0608
2002-05,0.0051,-0.014
2002-06,-0.072,-0.1003
2002-07,-0.1059,-0.0764
2002-08,0.0046,0.009
2002-09,-0.0886,-0.1045
2002-10,0.0418,0.0651
2002-11,0.14,0.0689
2002-12,-0.0474,-0.0549
2003-01,0.0363,-0.0246
2003-02,-0.0182,-0.0294
2003-03,0.0162,0.004
2003-04,0.095,0.0935
2003-05,0.17,0.0693
2003-06,0.0787,0.0115
2003-07,0.09,0.0179
2003-08,0.0563,0.0264
2003-09,0.0631,-0.0173
2003-10,0.0879,0.0648
2003-11,0.0458,0.0148
2003-12,0.0402,0.0539
2004-01,0.1065,0.011
2004-02,0.0081,0.0198
2004-03,0.0048,-0.0138
2004-04,-0.0251,-0.0109
2004-05,-0.0111,0.0111
2004-06,0.0118,0.0163
2004-07,-0.0652,-0.0394
2004-08,-0.0184,0.0012
2004-09,0.0356,0.0188
2004-10,0.0146,0.0079
2004-11,0.0941,0.044
2004-12,0.0839,0.039
2005-01,-0.032,-0.0289
2005-02,0.0055,0.0113
2005-03,-0.0361,-0.0174
2005-04,-0.0607,-0.0151
2005-05,0.0355,0.0352
2005-06,0.0336,0.0009
2005-07,0.0717,0.043
2005-08,-0.0084,-0.0078
2005-09,0.0089,0.0036
2005-10,-0.0379,-0.0109
2005-11,0.024,0.0345
2005-12,0.0153,0.0048
2006-01,0.0888,0.0283
2006-02,0.0141,0.0057
2006-03,0.0488,0.0121
2006-04,0.0095,0.0159
2006-05,-0.0524,-0.019
2006-06,-0.0138,0.0021
2006-07,-0.0361,-0.0038
2006-08,0.0138,0.0206
2006-09,0.0064,0.0281
2006-10,0.0473,0.0323
2006-11,0.024,0.0122
2006-12,0.0219,0.0164
2007-01,0.0285,0.0184
2007-02,0.006,-0.0156
2007-03,-0.0031,0.0119
2007-04,0.022,0.0439
2007-05,0.0081,0.0369
2007-06,-0.0007,-0.0185
2007-07,-0.0463,-0.0302
2007-08,-0.0328,0.0172
2007-09,0.0143,0.0419
2007-10,0.0015,0.0215
2007-11,-0.0974,-0.0404
2007-12,-0.021,-0.0178
2008-01,-0.0436,-0.049
2008-02,-0.0203,-0.025
2008-03,-0.044,-0.0122
2008-04,0.0027,0.0492
2008-05,0.0286,0.0161
2008-06,-0.0816,-0.1015
2008-07,-0.0079,-0.014
2008-08,0.011,0.0087
2008-09,-0.1274,-0.1155
2008-10,-0.2041,-0.1763
2008-11,-0.165,-0.0735
2008-12,-0.0019,0.0205
2009-01,0.0175,-0.0647
2009-02,-0.1107,-0.1094
2009-03,0.1231,0.113
2009-04,0.1973,0.1251
2009-05,0.137,0.081
2009-06,0.0585,-0.0103
2009-07,0.0759,0.0747
2009-08,0.1038,0.0316
2009-09,0.0789,0.0383
2009-10,-0.068,-0.0195
2009-11,0.0015,0.0701
2009-12,0.0537,0.0199
2010-01,0.03,-0.0356
2010-02,0.0279,0.0296
2010-03,0.0803,0.059
2010-04,0.1131,0.0112
2010-05,-0.0871,-0.0793
2010-06,-0.0885,-0.0563
2010-07,0.0406,0.0737
2010-08,-0.0687,-0.0419
2010-09,0.0916,0.0926
2010-10,0.0443,0.045
2010-11,0.0094,-0.0008
2010-12,0.0877,0.0628
2011-01,0.0409,0.0248
2011-02,0.0349,0.0331
2011-03,-0.0028,0.0003
2011-04,-0.0008,0.032
2011-05,-0.0266,-0.0084
2011-06,-0.0287,-0.0154
2011-07,-0.0093,-0.0254
2011-08,-0.1023,-0.058
2011-09,-0.107,-0.0784
2011-10,0.0752,0.1249
2011-11,-0.0325,-0.0035
2011-12,-0.0006,0.0019
2012-01,0.1091,0.0553
2012-02,0.0487,0.0449
2012-03,0.0462,0.0288
2012-04,-0.008,-0.0071
2012-05,-0.0626,-0.0682
2012-06,0.0297,0.0358
2012-07,-0.009,0.0054
2012-08,0.0182,0.0234
2012-09,0.0452,0.0271
2012-10,-0.0187,-0.0076
2012-11,-0.0133,0.0113
2012-12,0.0125,0.0136
2013-01,0.0881,0.0604
2013-02,0.0119,0.0095
2013-03,0.0404,0.0465
2013-04,-0.0021,0.0167
2013-05,0.0467,0.0265
2013-06,0.0029,-0.0117
2013-07,0.0802,0.0575
2013-08,-0.0109,-0.0241
2013-09,0.0577,0.0393
2013-10,0.0207,0.0462
2013-11,0.0446,0.0305
2013-12,0.0327,0.0285
2014-01,0.0436,-0.0343
2014-02,0.0414,0.0466
2014-03,-0.0018,0.0091
2014-04,-0.0532,0.0061
2014-05,-0.0101,0.0267
2014-06,0.0381,0.0215
2014-07,-0.043,-0.0198
2014-08,0.03,0.0375
2014-09,-0.0439,-0.0149
2014-10,-0.001,0.0202
2014-11,-0.011,0.0256
2014-12,0.0193,-0.0006
2015-01,-0.0171,-0.0371
2015-02,0.0523,0.0611
2015-03,-0.0043,-0.0146
2015-04,0.0077,0.0159
2015-05,0.0024,0.0075
2015-06,-0.0057,-0.0189
2015-07,-0.053,0.0201
2015-08,-0.0299,-0.062
2015-09,-0.0558,-0.0338
2015-10,0.0271,0.078
2015-11,0.0109,0.0044
2015-12,-0.0475,-0.0171
2016-01,-0.0928,-0.0606
2016-02,-0.0055,0.0033
2016-03,0.0662,0.0626
2016-04,0.0502,0.0134
2016-05,-0.0069,0.014
2016-06,0.0029,-0.0071
2016-07,0.058,0.0354
2016-08,0.0297,0.0031
2016-09,0.0332,-0.001
2016-10,-0.0735,-0.0137
2016-11,0.0713,0.0431
2016-12,0.0138,0.0143
2017-01,0.0297,0.0221
2017-02,0.0138,0.0383
2017-03,0.0109,0.0001
2017-04,-0.0133,0.0124
2017-05,-0.0312,0.0149
2017-06,0.0435,0.0117
2017-07,-0.0189,0.0193
2017-08,-0.0278,0.0052
2017-09,0.0915,0.0267
2017-10,-0.0138,0.0166
2017-11,0.034,0.0321
2017-12,0.0237,0.0102
2018-01,0.0254,0.0584
2018-02,-0.0461,-0.0379
2018-03,0.0123,-0.0217
2018-04,0.0055,0.0056
2018-05,0.047,0.0176
2018-06,0.0029,0.0071
2018-07,-0.0221,0.0357
2018-08,0.0241,0.0234
2018-09,-0.0168,0.0087
2018-10,-0.1002,-0.0657
2018-11,-0.0365,0.0253
2018-12,-0.1531,-0.089
